audit_id,concept,condition,omitted_query_id,omitted_paraphrase_id,remaining_paraphrase_count,mean_s_c,mean_s_r,mean_cas
responsibility_legal,responsibility,natural_general,responsibility_legal_natural_general_p1,p1,2,0.5222143773370133,0.7189076839220208,-0.1966933065850075
responsibility_legal,responsibility,natural_general,responsibility_legal_natural_general_p2,p2,2,0.4926508825417335,0.703071083550264,-0.21042020100853043
responsibility_legal,responsibility,natural_general,responsibility_legal_natural_general_p3,p3,2,0.5165727161104849,0.7024859997833672,-0.18591328367288223
responsibility_legal,responsibility,natural_ambiguous,responsibility_legal_natural_ambiguous_p1,p1,2,0.4248483511238377,0.45988301341212323,-0.0350346622882855
responsibility_legal,responsibility,natural_ambiguous,responsibility_legal_natural_ambiguous_p2,p2,2,0.5159631584026336,0.4647475237451024,0.05121563465753125
responsibility_legal,responsibility,natural_ambiguous,responsibility_legal_natural_ambiguous_p3,p3,2,0.5049424801659179,0.4614262433454785,0.04351623682043944
responsibility_legal,responsibility,label_free_theological,responsibility_legal_label_free_theological_p1,p1,2,0.8189481197304753,0.5091999335179875,0.3097481862124878
responsibility_legal,responsibility,label_free_theological,responsibility_legal_label_free_theological_p2,p2,2,0.816793342916543,0.5112766788930618,0.30551666402348104
responsibility_legal,responsibility,label_free_theological,responsibility_legal_label_free_theological_p3,p3,2,0.8283353323305849,0.4808876954358211,0.34744763689476366
responsibility_legal,responsibility,explicit_catholic,responsibility_legal_explicit_catholic_p1,p1,2,0.9076405084458157,0.47525631997773404,0.43238418846808147
responsibility_legal,responsibility,explicit_catholic,responsibility_legal_explicit_catholic_p2,p2,2,0.9048939507888857,0.4810930911041441,0.42380085968474146
responsibility_legal,responsibility,explicit_catholic,responsibility_legal_explicit_catholic_p3,p3,2,0.9195449608778664,0.4618608904598056,0.45768407041806064
responsibility_legal,responsibility,integrative,responsibility_legal_integrative_p1,p1,2,0.7295121343909092,0.6281812679735699,0.1013308664173393
responsibility_legal,responsibility,integrative,responsibility_legal_integrative_p2,p2,2,0.7523148331722888,0.6044628759339126,0.14785195723837613
responsibility_legal,responsibility,integrative,responsibility_legal_integrative_p3,p3,2,0.7653631420954061,0.6227522238505943,0.14261091824481176
happiness_subjective_wellbeing,happiness,natural_general,happiness_subjective_wellbeing_natural_general_p1,p1,2,0.4311680185591776,0.704257488116956,-0.27308946955777835
happiness_subjective_wellbeing,happiness,natural_general,happiness_subjective_wellbeing_natural_general_p2,p2,2,0.3974276198708542,0.6927316242708667,-0.2953040044000125
happiness_subjective_wellbeing,happiness,natural_general,happiness_subjective_wellbeing_natural_general_p3,p3,2,0.4166413007986042,0.6887180948925221,-0.2720767940939179
happiness_subjective_wellbeing,happiness,natural_ambiguous,happiness_subjective_wellbeing_natural_ambiguous_p1,p1,2,0.384158731569894,0.48198142343512795,-0.09782269186523396
happiness_subjective_wellbeing,happiness,natural_ambiguous,happiness_subjective_wellbeing_natural_ambiguous_p2,p2,2,0.46257400775024665,0.4670875819999397,-0.00451357424969305
happiness_subjective_wellbeing,happiness,natural_ambiguous,happiness_subjective_wellbeing_natural_ambiguous_p3,p3,2,0.47246042401852145,0.4692142197262424,0.003246204292279002
happiness_subjective_wellbeing,happiness,label_free_theological,happiness_subjective_wellbeing_label_free_theological_p1,p1,2,0.7780571613897438,0.47517943586044703,0.3028777255292968
happiness_subjective_wellbeing,happiness,label_free_theological,happiness_subjective_wellbeing_label_free_theological_p2,p2,2,0.7735044592724022,0.48557358367289183,0.28793087559951036
happiness_subjective_wellbeing,happiness,label_free_theological,happiness_subjective_wellbeing_label_free_theological_p3,p3,2,0.7960991376111177,0.4555306114475814,0.34056852616353633
happiness_subjective_wellbeing,happiness,explicit_catholic,happiness_subjective_wellbeing_explicit_catholic_p1,p1,2,0.8609246278710454,0.3659988984589806,0.4949257294120647
happiness_subjective_wellbeing,happiness,explicit_catholic,happiness_subjective_wellbeing_explicit_catholic_p2,p2,2,0.8565219412700216,0.3763666409822817,0.4801553002877399
happiness_subjective_wellbeing,happiness,explicit_catholic,happiness_subjective_wellbeing_explicit_catholic_p3,p3,2,0.8736530117858332,0.3544783244131005,0.5191746873727326
happiness_subjective_wellbeing,happiness,integrative,happiness_subjective_wellbeing_integrative_p1,p1,2,0.6568161348597206,0.6018766639791076,0.0549394708806129
happiness_subjective_wellbeing,happiness,integrative,happiness_subjective_wellbeing_integrative_p2,p2,2,0.687101651593348,0.5922091280666649,0.09489252352668305
happiness_subjective_wellbeing,happiness,integrative,happiness_subjective_wellbeing_integrative_p3,p3,2,0.6859554398989021,0.6139762766180161,0.07197916328088586
flourishing_psychological,flourishing,natural_general,flourishing_psychological_natural_general_p1,p1,2,0.5584759753419964,0.7547001709829111,-0.19622419564091453
flourishing_psychological,flourishing,natural_general,flourishing_psychological_natural_general_p2,p2,2,0.5326519207167847,0.7376518635634817,-0.20499994284669698
flourishing_psychological,flourishing,natural_general,flourishing_psychological_natural_general_p3,p3,2,0.5423953314833835,0.7464926146787532,-0.20409728319536966
flourishing_psychological,flourishing,natural_ambiguous,flourishing_psychological_natural_ambiguous_p1,p1,2,0.4884458880459045,0.5300912701080919,-0.0416453820621873
flourishing_psychological,flourishing,natural_ambiguous,flourishing_psychological_natural_ambiguous_p2,p2,2,0.5553783224952098,0.5326111793877435,0.022767143107466352
flourishing_psychological,flourishing,natural_ambiguous,flourishing_psychological_natural_ambiguous_p3,p3,2,0.5544428553898226,0.5300933400693364,0.02434951532048625
flourishing_psychological,flourishing,label_free_theological,flourishing_psychological_label_free_theological_p1,p1,2,0.7992720329373704,0.5726276421708282,0.2266443907665422
flourishing_psychological,flourishing,label_free_theological,flourishing_psychological_label_free_theological_p2,p2,2,0.7829956531695265,0.570405345975055,0.21259030719447147
flourishing_psychological,flourishing,label_free_theological,flourishing_psychological_label_free_theological_p3,p3,2,0.8027417193937147,0.5472002506861192,0.25554146870759553
flourishing_psychological,flourishing,explicit_catholic,flourishing_psychological_explicit_catholic_p1,p1,2,0.910687574072744,0.48800857694424454,0.4226789971284993
flourishing_psychological,flourishing,explicit_catholic,flourishing_psychological_explicit_catholic_p2,p2,2,0.9075199075671037,0.49208131564445967,0.41543859192264393
flourishing_psychological,flourishing,explicit_catholic,flourishing_psychological_explicit_catholic_p3,p3,2,0.9294635088644383,0.4905488433777787,0.43891466548665947
flourishing_psychological,flourishing,integrative,flourishing_psychological_integrative_p1,p1,2,0.7026098839542321,0.69463898770478,0.00797089624945195
flourishing_psychological,flourishing,integrative,flourishing_psychological_integrative_p2,p2,2,0.7243734930928182,0.6775658160204037,0.0468076770724145
flourishing_psychological,flourishing,integrative,flourishing_psychological_integrative_p3,p3,2,0.722841741188263,0.6930772080252807,0.02976453316298225
virtue_character_psychology,virtue,natural_general,virtue_character_psychology_natural_general_p1,p1,2,0.5180346574443531,0.7534306868463827,-0.23539602940202956
virtue_character_psychology,virtue,natural_general,virtue_character_psychology_natural_general_p2,p2,2,0.5147377550205166,0.7395843768379151,-0.22484662181739862
virtue_character_psychology,virtue,natural_general,virtue_character_psychology_natural_general_p3,p3,2,0.5161086001790298,0.750228196582863,-0.23411959640383317
virtue_character_psychology,virtue,natural_ambiguous,virtue_character_psychology_natural_ambiguous_p1,p1,2,0.42038885883267907,0.4774288361824184,-0.0570399773497393
virtue_character_psychology,virtue,natural_ambiguous,virtue_character_psychology_natural_ambiguous_p2,p2,2,0.4732148772558711,0.4898992112400894,-0.0166843339842183
virtue_character_psychology,virtue,natural_ambiguous,virtue_character_psychology_natural_ambiguous_p3,p3,2,0.48104574712611375,0.49632999620233764,-0.0152842490762239
virtue_character_psychology,virtue,label_free_theological,virtue_character_psychology_label_free_theological_p1,p1,2,0.7820367851255041,0.5263074058831877,0.2557293792423164
virtue_character_psychology,virtue,label_free_theological,virtue_character_psychology_label_free_theological_p2,p2,2,0.7795048784881633,0.5382282480411116,0.2412766304470517
virtue_character_psychology,virtue,label_free_theological,virtue_character_psychology_label_free_theological_p3,p3,2,0.802563025885034,0.5054970559699228,0.29706596991511114
virtue_character_psychology,virtue,explicit_catholic,virtue_character_psychology_explicit_catholic_p1,p1,2,0.8706571459266947,0.478680047108731,0.3919770988179637
virtue_character_psychology,virtue,explicit_catholic,virtue_character_psychology_explicit_catholic_p2,p2,2,0.8681849685958134,0.48327023294095295,0.38491473565486045
virtue_character_psychology,virtue,explicit_catholic,virtue_character_psychology_explicit_catholic_p3,p3,2,0.8817040019295976,0.4536449546660749,0.42805904726352273
virtue_character_psychology,virtue,integrative,virtue_character_psychology_integrative_p1,p1,2,0.6141968740991837,0.6904065358458832,-0.07620966174669949
virtue_character_psychology,virtue,integrative,virtue_character_psychology_integrative_p2,p2,2,0.6492982541702983,0.6699388244666014,-0.02064057029630305
virtue_character_psychology,virtue,integrative,virtue_character_psychology_integrative_p3,p3,2,0.6618248582928805,0.6956061199719281,-0.03378126167904765
obedience_compliance,obedience,natural_general,obedience_compliance_natural_general_p1,p1,2,0.5108601864758,0.7681663713799392,-0.25730618490413903
obedience_compliance,obedience,natural_general,obedience_compliance_natural_general_p2,p2,2,0.49562998477826475,0.7655830277509509,-0.2699530429726861
obedience_compliance,obedience,natural_general,obedience_compliance_natural_general_p3,p3,2,0.5056714611225085,0.766906874234377,-0.2612354131118684
obedience_compliance,obedience,natural_ambiguous,obedience_compliance_natural_ambiguous_p1,p1,2,0.4460957389066561,0.5032055438024741,-0.05710980489581795
obedience_compliance,obedience,natural_ambiguous,obedience_compliance_natural_ambiguous_p2,p2,2,0.4941618431890634,0.510484358297882,-0.016322515108818502
obedience_compliance,obedience,natural_ambiguous,obedience_compliance_natural_ambiguous_p3,p3,2,0.502431430922275,0.5074499106831905,-0.005018479760915351
obedience_compliance,obedience,label_free_theological,obedience_compliance_label_free_theological_p1,p1,2,0.8158675410164208,0.5336203960459266,0.2822471449704942
obedience_compliance,obedience,label_free_theological,obedience_compliance_label_free_theological_p2,p2,2,0.8055252303922329,0.5451669006791786,0.2603583297130544
obedience_compliance,obedience,label_free_theological,obedience_compliance_label_free_theological_p3,p3,2,0.8237059557037192,0.5321273603594532,0.2915785953442661
obedience_compliance,obedience,explicit_catholic,obedience_compliance_explicit_catholic_p1,p1,2,0.9107627817704824,0.4636836974687183,0.447079084301764
obedience_compliance,obedience,explicit_catholic,obedience_compliance_explicit_catholic_p2,p2,2,0.9077982814098018,0.4696530273128928,0.43814525409690885
obedience_compliance,obedience,explicit_catholic,obedience_compliance_explicit_catholic_p3,p3,2,0.9164950309385188,0.455746157490146,0.4607488734483727
obedience_compliance,obedience,integrative,obedience_compliance_integrative_p1,p1,2,0.7057892379001496,0.6575712939877829,0.0482179439123666
obedience_compliance,obedience,integrative,obedience_compliance_integrative_p2,p2,2,0.7203184549313155,0.6616256159428118,0.058692838988503845
obedience_compliance,obedience,integrative,obedience_compliance_integrative_p3,p3,2,0.726824221754657,0.690433063724222,0.03639115803043505
rights_legal_entitlements,rights,natural_general,rights_legal_entitlements_natural_general_p1,p1,2,0.48459206952848033,0.7202284194114734,-0.23563634988299295
rights_legal_entitlements,rights,natural_general,rights_legal_entitlements_natural_general_p2,p2,2,0.46049388787280005,0.7159014323760513,-0.2554075445032512
rights_legal_entitlements,rights,natural_general,rights_legal_entitlements_natural_general_p3,p3,2,0.4669674141281956,0.7218376143743623,-0.2548702002461667
rights_legal_entitlements,rights,natural_ambiguous,rights_legal_entitlements_natural_ambiguous_p1,p1,2,0.3890765010909643,0.4436999750095226,-0.05462347391855815
rights_legal_entitlements,rights,natural_ambiguous,rights_legal_entitlements_natural_ambiguous_p2,p2,2,0.4652266901668468,0.4285706851211889,0.03665600504565795
rights_legal_entitlements,rights,natural_ambiguous,rights_legal_entitlements_natural_ambiguous_p3,p3,2,0.4591718691769388,0.44079168644546785,0.018380182731470997
rights_legal_entitlements,rights,label_free_theological,rights_legal_entitlements_label_free_theological_p1,p1,2,0.7851794972119117,0.49159595806763323,0.2935835391442785
rights_legal_entitlements,rights,label_free_theological,rights_legal_entitlements_label_free_theological_p2,p2,2,0.7753263402410535,0.49887966053043065,0.27644667971062276
rights_legal_entitlements,rights,label_free_theological,rights_legal_entitlements_label_free_theological_p3,p3,2,0.7933467570303927,0.4945135887702979,0.29883316826009476
rights_legal_entitlements,rights,explicit_catholic,rights_legal_entitlements_explicit_catholic_p1,p1,2,0.8865537533751935,0.4236095410720526,0.46294421230314076
rights_legal_entitlements,rights,explicit_catholic,rights_legal_entitlements_explicit_catholic_p2,p2,2,0.8874369444687896,0.423853854199169,0.46358309026962063
rights_legal_entitlements,rights,explicit_catholic,rights_legal_entitlements_explicit_catholic_p3,p3,2,0.8998067753610655,0.41379516284545936,0.4860116125156061
rights_legal_entitlements,rights,integrative,rights_legal_entitlements_integrative_p1,p1,2,0.6354015327473986,0.629223646805976,0.006177885941422651
rights_legal_entitlements,rights,integrative,rights_legal_entitlements_integrative_p2,p2,2,0.6815394360880902,0.6018618765977916,0.0796775594902986
rights_legal_entitlements,rights,integrative,rights_legal_entitlements_integrative_p3,p3,2,0.6703221976104604,0.6205718641978202,0.04975033341264025
justice_procedural,justice,natural_general,justice_procedural_natural_general_p1,p1,2,0.4582101837346567,0.7572849886318184,-0.29907480489716165
justice_procedural,justice,natural_general,justice_procedural_natural_general_p2,p2,2,0.44165701981313066,0.7528921634092927,-0.311235143596162
justice_procedural,justice,natural_general,justice_procedural_natural_general_p3,p3,2,0.44643361531106324,0.7548398297658048,-0.30840621445474153
justice_procedural,justice,natural_ambiguous,justice_procedural_natural_ambiguous_p1,p1,2,0.4056219012181943,0.46991508761334544,-0.06429318639515105
justice_procedural,justice,natural_ambiguous,justice_procedural_natural_ambiguous_p2,p2,2,0.46725864619511664,0.4705509894624938,-0.0032923432673772
justice_procedural,justice,natural_ambiguous,justice_procedural_natural_ambiguous_p3,p3,2,0.46183141817955126,0.4585239594555581,0.003307458723993153
justice_procedural,justice,label_free_theological,justice_procedural_label_free_theological_p1,p1,2,0.799859226897591,0.5213075115314332,0.27855171536615786
justice_procedural,justice,label_free_theological,justice_procedural_label_free_theological_p2,p2,2,0.7809025341803475,0.5409212989553576,0.23998123522498985
justice_procedural,justice,label_free_theological,justice_procedural_label_free_theological_p3,p3,2,0.7958919013700505,0.5246668097517241,0.2712250916183263
justice_procedural,justice,explicit_catholic,justice_procedural_explicit_catholic_p1,p1,2,0.8848381080634834,0.4388472667127036,0.4459908413507797
justice_procedural,justice,explicit_catholic,justice_procedural_explicit_catholic_p2,p2,2,0.8849218315623837,0.4485688675328331,0.4363529640295505
justice_procedural,justice,explicit_catholic,justice_procedural_explicit_catholic_p3,p3,2,0.8926484341029868,0.4280315121742069,0.46461692192877985
justice_procedural,justice,integrative,justice_procedural_integrative_p1,p1,2,0.6188398807283919,0.6770247560494272,-0.05818487532103535
justice_procedural,justice,integrative,justice_procedural_integrative_p2,p2,2,0.6450616994929529,0.6627946266017624,-0.01773292710880945
justice_procedural,justice,integrative,justice_procedural_integrative_p3,p3,2,0.6701669382219626,0.6821407807734845,-0.011973842551521901
truth_factual_accuracy,truth,natural_general,truth_factual_accuracy_natural_general_p1,p1,2,0.4999959999498508,0.7555650942107175,-0.2555690942608667
truth_factual_accuracy,truth,natural_general,truth_factual_accuracy_natural_general_p2,p2,2,0.4981767512618474,0.7387220797654196,-0.24054532850357213
truth_factual_accuracy,truth,natural_general,truth_factual_accuracy_natural_general_p3,p3,2,0.5017578621523624,0.7540753333076768,-0.25231747115531444
truth_factual_accuracy,truth,natural_ambiguous,truth_factual_accuracy_natural_ambiguous_p1,p1,2,0.4014140685714258,0.43942086318662205,-0.038006794615196196
truth_factual_accuracy,truth,natural_ambiguous,truth_factual_accuracy_natural_ambiguous_p2,p2,2,0.481249145399031,0.4462449554491512,0.03500418994987985
truth_factual_accuracy,truth,natural_ambiguous,truth_factual_accuracy_natural_ambiguous_p3,p3,2,0.4448738902060964,0.4389012585363786,0.0059726316697177526
truth_factual_accuracy,truth,label_free_theological,truth_factual_accuracy_label_free_theological_p1,p1,2,0.7736993399965977,0.5193498524114645,0.25434948758513315
truth_factual_accuracy,truth,label_free_theological,truth_factual_accuracy_label_free_theological_p2,p2,2,0.7648367157612683,0.547210001797631,0.21762671396363725
truth_factual_accuracy,truth,label_free_theological,truth_factual_accuracy_label_free_theological_p3,p3,2,0.780444894454286,0.5199517554899182,0.2604931389643677
truth_factual_accuracy,truth,explicit_catholic,truth_factual_accuracy_explicit_catholic_p1,p1,2,0.8807109079787953,0.4812506445941715,0.3994602633846237
truth_factual_accuracy,truth,explicit_catholic,truth_factual_accuracy_explicit_catholic_p2,p2,2,0.8808280747932917,0.48980687003279877,0.39102120476049307
truth_factual_accuracy,truth,explicit_catholic,truth_factual_accuracy_explicit_catholic_p3,p3,2,0.9003864763394438,0.4587672177779164,0.4416192585615274
truth_factual_accuracy,truth,integrative,truth_factual_accuracy_integrative_p1,p1,2,0.6494490449500657,0.6257089818876795,0.023740063062386102
truth_factual_accuracy,truth,integrative,truth_factual_accuracy_integrative_p2,p2,2,0.6811904633520688,0.6228454910806214,0.0583449722714474
truth_factual_accuracy,truth,integrative,truth_factual_accuracy_integrative_p3,p3,2,0.6883436909308859,0.6311705853911773,0.0571731055397086
goodness_prosocial,goodness,natural_general,goodness_prosocial_natural_general_p1,p1,2,0.5245138020030077,0.7688701391232843,-0.24435633712027655
goodness_prosocial,goodness,natural_general,goodness_prosocial_natural_general_p2,p2,2,0.5118061020301969,0.7510306245419709,-0.23922452251177395
goodness_prosocial,goodness,natural_general,goodness_prosocial_natural_general_p3,p3,2,0.5084305297512379,0.7647552438676497,-0.2563247141164118
goodness_prosocial,goodness,natural_ambiguous,goodness_prosocial_natural_ambiguous_p1,p1,2,0.4353576131065443,0.500542512352064,-0.0651848992455197
goodness_prosocial,goodness,natural_ambiguous,goodness_prosocial_natural_ambiguous_p2,p2,2,0.5034710074294522,0.5285895900809984,-0.0251185826515462
goodness_prosocial,goodness,natural_ambiguous,goodness_prosocial_natural_ambiguous_p3,p3,2,0.4999908811038797,0.5308516323104236,-0.030860751206543996
goodness_prosocial,goodness,label_free_theological,goodness_prosocial_label_free_theological_p1,p1,2,0.7745902503605007,0.5071971910378087,0.2673930593226919
goodness_prosocial,goodness,label_free_theological,goodness_prosocial_label_free_theological_p2,p2,2,0.7669263330916484,0.5349218238454702,0.23200450924617821
goodness_prosocial,goodness,label_free_theological,goodness_prosocial_label_free_theological_p3,p3,2,0.7847513951219991,0.5060200699632554,0.2787313251587436
goodness_prosocial,goodness,explicit_catholic,goodness_prosocial_explicit_catholic_p1,p1,2,0.8773474729894739,0.4582201604750875,0.4191273125143863
goodness_prosocial,goodness,explicit_catholic,goodness_prosocial_explicit_catholic_p2,p2,2,0.8743242432537779,0.4697766768215341,0.4045475664322437
goodness_prosocial,goodness,explicit_catholic,goodness_prosocial_explicit_catholic_p3,p3,2,0.8939406417307207,0.456816064953663,0.4371245767770576
goodness_prosocial,goodness,integrative,goodness_prosocial_integrative_p1,p1,2,0.6608010655861738,0.6537872570463199,0.00701380853985395
goodness_prosocial,goodness,integrative,goodness_prosocial_integrative_p2,p2,2,0.6870715948771957,0.6329591262585851,0.054112468618610604
goodness_prosocial,goodness,integrative,goodness_prosocial_integrative_p3,p3,2,0.6957252206949139,0.6600893763746596,0.03563584432025435
vocation_career,vocation,natural_general,vocation_career_natural_general_p1,p1,2,0.5691325483305472,0.7442703179225358,-0.17513776959198857
vocation_career,vocation,natural_general,vocation_career_natural_general_p2,p2,2,0.5783007384895968,0.7394922028617202,-0.16119146437212328
vocation_career,vocation,natural_general,vocation_career_natural_general_p3,p3,2,0.5627775594973636,0.7457546679368736,-0.18297710843950996
vocation_career,vocation,natural_ambiguous,vocation_career_natural_ambiguous_p1,p1,2,0.501704470822399,0.56952206539458,-0.06781759457218095
vocation_career,vocation,natural_ambiguous,vocation_career_natural_ambiguous_p2,p2,2,0.5457962429143086,0.5620147648880879,-0.01621852197377925
vocation_career,vocation,natural_ambiguous,vocation_career_natural_ambiguous_p3,p3,2,0.533438718742457,0.561504945813489,-0.028066227071032
vocation_career,vocation,label_free_theological,vocation_career_label_free_theological_p1,p1,2,0.8111883409149026,0.5614606394262878,0.24972770148861484
vocation_career,vocation,label_free_theological,vocation_career_label_free_theological_p2,p2,2,0.8106250950579371,0.567891927667052,0.2427331673908851
vocation_career,vocation,label_free_theological,vocation_career_label_free_theological_p3,p3,2,0.8246489544253404,0.5480991326461333,0.27654982177920717
vocation_career,vocation,explicit_catholic,vocation_career_explicit_catholic_p1,p1,2,0.8913104561790313,0.49476600455732217,0.3965444516217091
vocation_career,vocation,explicit_catholic,vocation_career_explicit_catholic_p2,p2,2,0.8852321765286902,0.49666730217784105,0.38856487435084913
vocation_career,vocation,explicit_catholic,vocation_career_explicit_catholic_p3,p3,2,0.8929001650294612,0.48546369653884924,0.40743646849061205
vocation_career,vocation,integrative,vocation_career_integrative_p1,p1,2,0.7242925698349953,0.6891355488178179,0.0351570210171773
vocation_career,vocation,integrative,vocation_career_integrative_p2,p2,2,0.7331457466361049,0.6740564642823965,0.0590892823537082
