locus,concept,concept_type,ambiguity_level,query_condition,query_template_id,query,catholic_score,secular_score,catholic_alignment_score,top_descriptor,top_descriptor_group,top_descriptor_similarity,top_is_catholic,nearest_catholic_descriptor,nearest_catholic_similarity,nearest_catholic_rank,nearest_secular_descriptor,nearest_secular_similarity,nearest_secular_rank
Sin Grace and Redemption,original sin,doctrinal,low,catholic,catholic_3,The meaning of original sin in Christian doctrine.,0.280416464805603,0.20269058644771576,0.07772587835788725,deprivation of original holiness,catholic,0.40777587890625,1,deprivation of original holiness,0.40777587890625,1,inherited blame,0.27784204483032227,3
Sin Grace and Redemption,personal sin,moral_doctrinal,medium,bare,bare_1,personal sin,0.37478881478309634,0.3844506680965424,-0.009661853313446045,private mistake,secular,0.5388615131378174,0,personal need for repentance,0.5256050229072571,3,private mistake,0.5388615131378174,1
Sin Grace and Redemption,personal sin,moral_doctrinal,medium,ordinary,ordinary_1,The everyday meaning of personal sin.,0.32622325122356416,0.24118519127368926,0.0850380599498749,personal need for repentance,catholic,0.4893319606781006,1,personal need for repentance,0.4893319606781006,1,private mistake,0.3575194180011749,2
Sin Grace and Redemption,personal sin,moral_doctrinal,medium,ordinary,ordinary_2,How people experience personal sin.,0.3534806489944458,0.21225496381521225,0.14122568517923356,personal need for repentance,catholic,0.548897385597229,1,personal need for repentance,0.548897385597229,1,personal failure,0.34627774357795715,4
Sin Grace and Redemption,personal sin,moral_doctrinal,medium,ordinary,ordinary_3,How people talk about personal sin in ordinary life.,0.3027481734752655,0.19960487335920335,0.10314330011606215,personal need for repentance,catholic,0.4638557434082031,1,personal need for repentance,0.4638557434082031,1,private mistake,0.30785873532295227,3
Sin Grace and Redemption,personal sin,moral_doctrinal,medium,academic,academic_1,The concept of personal sin.,0.3640148162841797,0.2485782951116562,0.11543652117252351,personal need for repentance,catholic,0.5324050784111023,1,personal need for repentance,0.5324050784111023,1,private mistake,0.37574154138565063,4
Sin Grace and Redemption,personal sin,moral_doctrinal,medium,academic,academic_2,The meaning of personal sin.,0.3302166432142258,0.22249893248081207,0.10771771073341371,personal need for repentance,catholic,0.5016473531723022,1,personal need for repentance,0.5016473531723022,1,personal failure,0.34159237146377563,4
Sin Grace and Redemption,personal sin,moral_doctrinal,medium,academic,academic_3,A discussion of personal sin in human life.,0.36175842881202697,0.2510246396064758,0.11073378920555116,personal need for repentance,catholic,0.512226939201355,1,personal need for repentance,0.512226939201355,1,personal failure,0.3719126582145691,4
Sin Grace and Redemption,personal sin,moral_doctrinal,medium,catholic,catholic_1,Personal sin in Catholic theology.,0.3338310092687607,0.23327250629663468,0.10055850297212601,personal need for repentance,catholic,0.45091599225997925,1,personal need for repentance,0.45091599225997925,1,private mistake,0.3681134283542633,3
Sin Grace and Redemption,personal sin,moral_doctrinal,medium,catholic,catholic_2,Catholic teaching on personal sin.,0.3080091565847397,0.1777740389108658,0.1302351176738739,personal need for repentance,catholic,0.4418926239013672,1,personal need for repentance,0.4418926239013672,1,private mistake,0.2947638928890228,4
Sin Grace and Redemption,personal sin,moral_doctrinal,medium,catholic,catholic_3,The meaning of personal sin in Christian doctrine.,0.2997847020626068,0.19227999448776245,0.10750470757484437,personal need for repentance,catholic,0.4346000850200653,1,personal need for repentance,0.4346000850200653,1,private mistake,0.30382150411605835,4
Sin Grace and Redemption,mortal sin,doctrinal,low,bare,bare_1,mortal sin,0.4273192465305328,0.4273920595645905,-7.28130340576505e-05,loss of sanctifying grace,catholic,0.529382050037384,1,loss of sanctifying grace,0.529382050037384,1,extreme wrongdoing,0.49002283811569214,2
Sin Grace and Redemption,mortal sin,doctrinal,low,ordinary,ordinary_1,The everyday meaning of mortal sin.,0.32005820870399476,0.2724721908569336,0.04758601784706118,loss of sanctifying grace,catholic,0.417415052652359,1,loss of sanctifying grace,0.417415052652359,1,extreme wrongdoing,0.3231022357940674,4
Sin Grace and Redemption,mortal sin,doctrinal,low,ordinary,ordinary_2,How people experience mortal sin.,0.3774814665317535,0.2666067898273468,0.1108746767044067,loss of sanctifying grace,catholic,0.49249422550201416,1,loss of sanctifying grace,0.49249422550201416,1,serious personal failure,0.30199819803237915,5
Sin Grace and Redemption,mortal sin,doctrinal,low,ordinary,ordinary_3,How people talk about mortal sin in ordinary life.,0.3080426514148712,0.25923649966716766,0.04880615174770353,loss of sanctifying grace,catholic,0.3869519829750061,1,loss of sanctifying grace,0.3869519829750061,1,extreme wrongdoing,0.29767972230911255,4
Sin Grace and Redemption,mortal sin,doctrinal,low,academic,academic_1,The concept of mortal sin.,0.3578411877155304,0.27539753913879395,0.08244364857673647,loss of sanctifying grace,catholic,0.4799480736255646,1,loss of sanctifying grace,0.4799480736255646,1,extreme wrongdoing,0.32198774814605713,4
Sin Grace and Redemption,mortal sin,doctrinal,low,academic,academic_2,The meaning of mortal sin.,0.3285011172294617,0.25692203640937805,0.07157908082008363,loss of sanctifying grace,catholic,0.44914913177490234,1,loss of sanctifying grace,0.44914913177490234,1,extreme wrongdoing,0.31142953038215637,4
Sin Grace and Redemption,mortal sin,doctrinal,low,academic,academic_3,A discussion of mortal sin in human life.,0.35159310698509216,0.28960685431957245,0.061986252665519714,loss of sanctifying grace,catholic,0.42738938331604004,1,loss of sanctifying grace,0.42738938331604004,1,extreme wrongdoing,0.3232539892196655,4
Sin Grace and Redemption,mortal sin,doctrinal,low,catholic,catholic_1,Mortal sin in Catholic theology.,0.35403619408607484,0.3065979242324829,0.04743826985359195,loss of sanctifying grace,catholic,0.45987483859062195,1,loss of sanctifying grace,0.45987483859062195,1,extreme wrongdoing,0.36679062247276306,2
Sin Grace and Redemption,mortal sin,doctrinal,low,catholic,catholic_2,Catholic teaching on mortal sin.,0.327202308177948,0.21900392472743987,0.10819838345050811,loss of sanctifying grace,catholic,0.4398125112056732,1,loss of sanctifying grace,0.4398125112056732,1,extreme wrongdoing,0.25401201844215393,5
Sin Grace and Redemption,mortal sin,doctrinal,low,catholic,catholic_3,The meaning of mortal sin in Christian doctrine.,0.2910955101251602,0.23989300727844237,0.051202502846717846,loss of sanctifying grace,catholic,0.38782909512519836,1,loss of sanctifying grace,0.38782909512519836,1,extreme wrongdoing,0.2906500995159149,4
Sin Grace and Redemption,venial sin,doctrinal,low,bare,bare_1,venial sin,0.3502863168716431,0.45490423440933225,-0.10461791753768918,trivial wrongdoing,secular,0.5862642526626587,0,sin not destroying grace,0.4512925148010254,5,trivial wrongdoing,0.5862642526626587,1
Sin Grace and Redemption,venial sin,doctrinal,low,ordinary,ordinary_1,The everyday meaning of venial sin.,0.2614705771207809,0.3146566659212112,-0.0531860888004303,trivial wrongdoing,secular,0.4662337601184845,0,sin not destroying grace,0.3734029233455658,2,trivial wrongdoing,0.4662337601184845,1
Sin Grace and Redemption,venial sin,doctrinal,low,ordinary,ordinary_2,How people experience venial sin.,0.3054461359977722,0.2745142877101898,0.030931848287582386,sin not destroying grace,catholic,0.4498646557331085,1,sin not destroying grace,0.4498646557331085,1,trivial wrongdoing,0.3852402865886688,2
Sin Grace and Redemption,venial sin,doctrinal,low,ordinary,ordinary_3,How people talk about venial sin in ordinary life.,0.27239101082086564,0.30264843702316285,-0.03025742620229721,trivial wrongdoing,secular,0.4231242835521698,0,sin not destroying grace,0.390107661485672,2,trivial wrongdoing,0.4231242835521698,1
Sin Grace and Redemption,venial sin,doctrinal,low,academic,academic_1,The concept of venial sin.,0.2755995631217957,0.29035035967826844,-0.014750796556472767,trivial wrongdoing,secular,0.43471044301986694,0,sin not destroying grace,0.4332256019115448,2,trivial wrongdoing,0.43471044301986694,1
Sin Grace and Redemption,venial sin,doctrinal,low,academic,academic_2,The meaning of venial sin.,0.2422370083630085,0.25442878156900406,-0.01219177320599557,sin not destroying grace,catholic,0.40024691820144653,1,sin not destroying grace,0.40024691820144653,1,trivial wrongdoing,0.39877769351005554,2
Sin Grace and Redemption,venial sin,doctrinal,low,academic,academic_3,A discussion of venial sin in human life.,0.284254914522171,0.2810556381940842,0.0031992763280868086,sin not destroying grace,catholic,0.42129504680633545,1,sin not destroying grace,0.42129504680633545,1,trivial wrongdoing,0.40111443400382996,2
Sin Grace and Redemption,venial sin,doctrinal,low,catholic,catholic_1,Venial sin in Catholic theology.,0.2894526347517967,0.35663800239562987,-0.06718536764383315,trivial wrongdoing,secular,0.49615371227264404,0,sin not destroying grace,0.4003790616989136,2,trivial wrongdoing,0.49615371227264404,1
Sin Grace and Redemption,venial sin,doctrinal,low,catholic,catholic_2,Catholic teaching on venial sin.,0.26230660676956175,0.23416488170623778,0.028141725063323964,sin not destroying grace,catholic,0.41648754477500916,1,sin not destroying grace,0.41648754477500916,1,trivial wrongdoing,0.3304659426212311,2
Sin Grace and Redemption,venial sin,doctrinal,low,catholic,catholic_3,The meaning of venial sin in Christian doctrine.,0.2459179252386093,0.2376888081431389,0.008229117095470417,sin not destroying grace,catholic,0.40895989537239075,1,sin not destroying grace,0.40895989537239075,1,trivial wrongdoing,0.37514016032218933,2
Sin Grace and Redemption,transgression,moral_juridical,medium,bare,bare_1,transgression,0.4291777968406677,0.40676522850990293,0.02241256833076477,violation of divine law,catholic,0.5040491223335266,1,violation of divine law,0.5040491223335266,1,boundary crossing,0.47426050901412964,2
Sin Grace and Redemption,transgression,moral_juridical,medium,ordinary,ordinary_1,The everyday meaning of transgression.,0.3241202414035797,0.26558699607849123,0.05853324532508847,crossing moral boundaries before God,catholic,0.3526850938796997,1,crossing moral boundaries before God,0.3526850938796997,1,breaking a rule,0.32171210646629333,4
Sin Grace and Redemption,transgression,moral_juridical,medium,ordinary,ordinary_2,How people experience transgression.,0.3420231580734253,0.2507961273193359,0.09122703075408939,crossing moral boundaries before God,catholic,0.41174331307411194,1,crossing moral boundaries before God,0.41174331307411194,1,boundary crossing,0.3127104341983795,5
Sin Grace and Redemption,transgression,moral_juridical,medium,ordinary,ordinary_3,How people talk about transgression in ordinary life.,0.29954121112823484,0.22954885065555572,0.06999236047267912,crossing moral boundaries before God,catholic,0.3557080924510956,1,crossing moral boundaries before God,0.3557080924510956,1,boundary crossing,0.2898911237716675,4
Sin Grace and Redemption,transgression,moral_juridical,medium,academic,academic_1,The concept of transgression.,0.38591506481170657,0.2835718721151352,0.10234319269657138,crossing moral boundaries before God,catholic,0.4467853307723999,1,crossing moral boundaries before God,0.4467853307723999,1,boundary crossing,0.3931957185268402,3
Sin Grace and Redemption,transgression,moral_juridical,medium,academic,academic_2,The meaning of transgression.,0.34133224487304686,0.22496876418590545,0.11636348068714142,violation of divine law,catholic,0.38856184482574463,1,violation of divine law,0.38856184482574463,1,breaking a rule,0.305182546377182,6
Sin Grace and Redemption,transgression,moral_juridical,medium,academic,academic_3,A discussion of transgression in human life.,0.3496202528476715,0.252457058429718,0.09716319441795351,crossing moral boundaries before God,catholic,0.42215824127197266,1,crossing moral boundaries before God,0.42215824127197266,1,boundary crossing,0.3548295795917511,3
Sin Grace and Redemption,transgression,moral_juridical,medium,catholic,catholic_1,Transgression in Catholic theology.,0.4207609534263611,0.26615634858608245,0.15460460484027866,violation of divine law,catholic,0.5158242583274841,1,violation of divine law,0.5158242583274841,1,breaking a rule,0.3156474530696869,6
Sin Grace and Redemption,transgression,moral_juridical,medium,catholic,catholic_2,Catholic teaching on transgression.,0.40722569823265076,0.20641663670539856,0.2008090615272522,violation of divine law,catholic,0.46955499053001404,1,violation of divine law,0.46955499053001404,1,breaking a rule,0.2727300226688385,6
Sin Grace and Redemption,transgression,moral_juridical,medium,catholic,catholic_3,The meaning of transgression in Christian doctrine.,0.36984131932258607,0.19126203358173371,0.17857928574085236,violation of divine law,catholic,0.4271456003189087,1,violation of divine law,0.4271456003189087,1,breaking a rule,0.23281289637088776,6
Sin Grace and Redemption,guilt,psychological_moral,high,bare,bare_1,guilt,0.36723844408988954,0.43630549907684324,-0.0690670549869537,feeling of remorse,secular,0.556422233581543,0,conscience burdened by sin,0.46992385387420654,3,feeling of remorse,0.556422233581543,1
Sin Grace and Redemption,guilt,psychological_moral,high,ordinary,ordinary_1,The everyday meaning of guilt.,0.3144415825605392,0.3371355593204498,-0.022693976759910583,feeling of remorse,secular,0.4263751804828644,0,conscience burdened by sin,0.4033726453781128,2,feeling of remorse,0.4263751804828644,1
Sin Grace and Redemption,guilt,psychological_moral,high,ordinary,ordinary_2,How people experience guilt.,0.31556303799152374,0.35662238001823426,-0.04105934202671052,feeling of remorse,secular,0.4844023883342743,0,conscience burdened by sin,0.44831523299217224,2,feeling of remorse,0.4844023883342743,1
Sin Grace and Redemption,guilt,psychological_moral,high,ordinary,ordinary_3,How people talk about guilt in ordinary life.,0.2889555424451828,0.3187468469142914,-0.029791304469108604,feeling of remorse,secular,0.37836936116218567,0,conscience burdened by sin,0.3770814836025238,2,feeling of remorse,0.37836936116218567,1
Sin Grace and Redemption,guilt,psychological_moral,high,academic,academic_1,The concept of guilt.,0.3566180318593979,0.36035614013671874,-0.0037381082773208507,feeling of remorse,secular,0.48013755679130554,0,conscience burdened by sin,0.4703860580921173,2,feeling of remorse,0.48013755679130554,1
Sin Grace and Redemption,guilt,psychological_moral,high,academic,academic_2,The meaning of guilt.,0.33223350048065187,0.318410661816597,0.01382283866405487,feeling of remorse,secular,0.4487174153327942,0,conscience burdened by sin,0.42878419160842896,2,feeling of remorse,0.4487174153327942,1
Sin Grace and Redemption,guilt,psychological_moral,high,academic,academic_3,A discussion of guilt in human life.,0.35468863844871523,0.32565240263938905,0.029036235809326183,conscience burdened by sin,catholic,0.4419706463813782,1,conscience burdened by sin,0.4419706463813782,1,feeling of remorse,0.41285040974617004,2
Sin Grace and Redemption,guilt,psychological_moral,high,catholic,catholic_1,Guilt in Catholic theology.,0.39215145707130433,0.29097068309783936,0.10118077397346498,conscience burdened by sin,catholic,0.5264421105384827,1,conscience burdened by sin,0.5264421105384827,1,feeling of remorse,0.42734643816947937,2
Sin Grace and Redemption,guilt,psychological_moral,high,catholic,catholic_2,Catholic teaching on guilt.,0.3627447605133057,0.25592267215251924,0.10682208836078644,conscience burdened by sin,catholic,0.4635610282421112,1,conscience burdened by sin,0.4635610282421112,1,feeling of remorse,0.36962127685546875,3
Sin Grace and Redemption,guilt,psychological_moral,high,catholic,catholic_3,The meaning of guilt in Christian doctrine.,0.36434690952301024,0.24405720829963684,0.1202897012233734,conscience burdened by sin,catholic,0.47220373153686523,1,conscience burdened by sin,0.47220373153686523,1,feeling of remorse,0.3700988292694092,3
Sin Grace and Redemption,shame,psychological_moral,high,bare,bare_1,shame,0.25660696923732756,0.4484895527362823,-0.19188258349895476,embarrassment,secular,0.5736578702926636,0,call to restored dignity,0.3153950870037079,5,embarrassment,0.5736578702926636,1
Sin Grace and Redemption,shame,psychological_moral,high,ordinary,ordinary_1,The everyday meaning of shame.,0.18989961445331574,0.3637166261672974,-0.17381701171398165,social humiliation,secular,0.4627663195133209,0,wounded awareness of sin,0.29448363184928894,4,social humiliation,0.4627663195133209,1
Sin Grace and Redemption,shame,psychological_moral,high,ordinary,ordinary_2,How people experience shame.,0.20384178012609483,0.3712628960609436,-0.16742111593484876,social humiliation,secular,0.5208590626716614,0,wounded awareness of sin,0.3156954348087311,5,social humiliation,0.5208590626716614,1
Sin Grace and Redemption,shame,psychological_moral,high,ordinary,ordinary_3,How people talk about shame in ordinary life.,0.17680150717496873,0.3138054579496384,-0.13700395077466965,social humiliation,secular,0.4312441349029541,0,wounded awareness of sin,0.2649059295654297,4,social humiliation,0.4312441349029541,1
Sin Grace and Redemption,shame,psychological_moral,high,academic,academic_1,The concept of shame.,0.22669704258441925,0.37642847299575805,-0.1497314304113388,social humiliation,secular,0.46534737944602966,0,wounded awareness of sin,0.3396516740322113,4,social humiliation,0.46534737944602966,1
Sin Grace and Redemption,shame,psychological_moral,high,academic,academic_2,The meaning of shame.,0.22233585715293885,0.3506328821182251,-0.12829702496528622,public disgrace,secular,0.434137225151062,0,wounded awareness of sin,0.3082062602043152,4,public disgrace,0.434137225151062,1
Sin Grace and Redemption,shame,psychological_moral,high,academic,academic_3,A discussion of shame in human life.,0.23995665609836578,0.331826975941658,-0.09187031984329222,social humiliation,secular,0.44653594493865967,0,wounded awareness of sin,0.34052976965904236,4,social humiliation,0.44653594493865967,1
Sin Grace and Redemption,shame,psychological_moral,high,catholic,catholic_1,Shame in Catholic theology.,0.27365219295024873,0.31134567260742185,-0.03769347965717312,wounded awareness of sin,catholic,0.42190879583358765,1,wounded awareness of sin,0.42190879583358765,1,public disgrace,0.41809704899787903,2
Sin Grace and Redemption,shame,psychological_moral,high,catholic,catholic_2,Catholic teaching on shame.,0.24141835272312165,0.26415224075317384,-0.02273388803005219,wounded awareness of sin,catholic,0.35442444682121277,1,wounded awareness of sin,0.35442444682121277,1,social humiliation,0.3320005238056183,2
Sin Grace and Redemption,shame,psychological_moral,high,catholic,catholic_3,The meaning of shame in Christian doctrine.,0.25284560322761535,0.26277574598789216,-0.009930142760276817,wounded awareness of sin,catholic,0.39848387241363525,1,wounded awareness of sin,0.39848387241363525,1,public disgrace,0.34736907482147217,2
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,bare,bare_1,concupiscence,0.4882861852645874,0.3848854124546051,0.10340077280998228,tendency toward sin,catholic,0.6193954348564148,1,tendency toward sin,0.6193954348564148,1,sexual appetite,0.47202783823013306,3
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,ordinary,ordinary_1,The everyday meaning of concupiscence.,0.35652102828025817,0.25095524191856383,0.10556578636169434,tendency toward sin,catholic,0.4656171500682831,1,tendency toward sin,0.4656171500682831,1,sexual appetite,0.31395936012268066,4
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,ordinary,ordinary_2,How people experience concupiscence.,0.43939857482910155,0.28340244591236113,0.15599612891674042,disordered inclination after the fall,catholic,0.5223589539527893,1,disordered inclination after the fall,0.5223589539527893,1,sexual appetite,0.3426966369152069,5
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,ordinary,ordinary_3,How people talk about concupiscence in ordinary life.,0.39747904539108275,0.2409434735774994,0.15653557181358335,tendency toward sin,catholic,0.49060457944869995,1,tendency toward sin,0.49060457944869995,1,sexual appetite,0.30260512232780457,6
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,academic,academic_1,The concept of concupiscence.,0.4513047099113464,0.2608697712421417,0.1904349386692047,tendency toward sin,catholic,0.5673657059669495,1,tendency toward sin,0.5673657059669495,1,sexual appetite,0.291556715965271,6
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,academic,academic_2,The meaning of concupiscence.,0.36434318125247955,0.2370215803384781,0.12732160091400146,tendency toward sin,catholic,0.46407559514045715,1,tendency toward sin,0.46407559514045715,1,sexual appetite,0.2877689003944397,5
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,academic,academic_3,A discussion of concupiscence in human life.,0.4473283767700195,0.23581555485725403,0.2115128219127655,disordered inclination after the fall,catholic,0.5246666073799133,1,disordered inclination after the fall,0.5246666073799133,1,sexual appetite,0.28592896461486816,6
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,catholic,catholic_1,Concupiscence in Catholic theology.,0.40982034206390383,0.25055608451366423,0.1592642575502396,disordered inclination after the fall,catholic,0.5104423761367798,1,disordered inclination after the fall,0.5104423761367798,1,sexual appetite,0.32132425904273987,5
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,catholic,catholic_2,Catholic teaching on concupiscence.,0.3900118887424469,0.18841238617897033,0.20159950256347658,tendency toward sin,catholic,0.49388155341148376,1,tendency toward sin,0.49388155341148376,1,sexual appetite,0.22234390676021576,6
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,catholic,catholic_3,The meaning of concupiscence in Christian doctrine.,0.3779357671737671,0.19978408813476561,0.17815167903900148,tendency toward sin,catholic,0.4687712490558624,1,tendency toward sin,0.4687712490558624,1,sexual appetite,0.23665188252925873,6
Sin Grace and Redemption,temptation,moral_spiritual,medium,bare,bare_1,temptation,0.40797723531723024,0.4102798342704773,-0.0023025989532470814,invitation toward sin,catholic,0.599224328994751,1,invitation toward sin,0.599224328994751,1,risky desire,0.45967668294906616,2
Sin Grace and Redemption,temptation,moral_spiritual,medium,ordinary,ordinary_1,The everyday meaning of temptation.,0.2638947248458862,0.2492416352033615,0.014653089642524708,invitation toward sin,catholic,0.4004109799861908,1,invitation toward sin,0.4004109799861908,1,impulse toward pleasure,0.33359476923942566,2
Sin Grace and Redemption,temptation,moral_spiritual,medium,ordinary,ordinary_2,How people experience temptation.,0.3215010046958923,0.2919186055660248,0.029582399129867543,invitation toward sin,catholic,0.4483371675014496,1,invitation toward sin,0.4483371675014496,1,impulse toward pleasure,0.3751317262649536,2
Sin Grace and Redemption,temptation,moral_spiritual,medium,ordinary,ordinary_3,How people talk about temptation in ordinary life.,0.26959775686264037,0.2540517061948776,0.015546050667762767,invitation toward sin,catholic,0.37773290276527405,1,invitation toward sin,0.37773290276527405,1,psychological lure,0.32914647459983826,2
Sin Grace and Redemption,temptation,moral_spiritual,medium,academic,academic_1,The concept of temptation.,0.31067265570163727,0.29990109503269197,0.010771560668945301,invitation toward sin,catholic,0.48746562004089355,1,invitation toward sin,0.48746562004089355,1,psychological lure,0.3686085045337677,2
Sin Grace and Redemption,temptation,moral_spiritual,medium,academic,academic_2,The meaning of temptation.,0.2724799931049347,0.22590681910514832,0.04657317399978639,invitation toward sin,catholic,0.4230606257915497,1,invitation toward sin,0.4230606257915497,1,impulse toward pleasure,0.28700464963912964,2
Sin Grace and Redemption,temptation,moral_spiritual,medium,academic,academic_3,A discussion of temptation in human life.,0.32664560377597807,0.2513589382171631,0.07528666555881497,invitation toward sin,catholic,0.4567389190196991,1,invitation toward sin,0.4567389190196991,1,impulse toward pleasure,0.3219684660434723,3
Sin Grace and Redemption,temptation,moral_spiritual,medium,catholic,catholic_1,Temptation in Catholic theology.,0.3362736880779266,0.23502941131591798,0.10124427676200864,invitation toward sin,catholic,0.49313437938690186,1,invitation toward sin,0.49313437938690186,1,impulse toward pleasure,0.3186720311641693,4
Sin Grace and Redemption,temptation,moral_spiritual,medium,catholic,catholic_2,Catholic teaching on temptation.,0.30880115628242494,0.16712527573108674,0.1416758805513382,invitation toward sin,catholic,0.38764557242393494,1,invitation toward sin,0.38764557242393494,1,impulse toward pleasure,0.24387270212173462,5
