locus,concept,concept_type,ambiguity_level,query_condition,query_template_id,query,catholic_score,secular_score,catholic_alignment_score,top_descriptor,top_descriptor_group,top_descriptor_similarity,top_is_catholic,nearest_catholic_descriptor,nearest_catholic_similarity,nearest_catholic_rank,nearest_secular_descriptor,nearest_secular_similarity,nearest_secular_rank
Sin Grace and Redemption,temptation,moral_spiritual,medium,neutral,neutral_3,A discussion of temptation in human life.,0.32664560377597807,0.2513589382171631,0.07528666555881497,invitation toward sin,catholic,0.4567389190196991,1,invitation toward sin,0.4567389190196991,1,impulse toward pleasure,0.3219684660434723,3
Sin Grace and Redemption,temptation,moral_spiritual,medium,theological,theological_1,Temptation in Catholic theology.,0.3362736880779266,0.23502941131591798,0.10124427676200864,invitation toward sin,catholic,0.49313437938690186,1,invitation toward sin,0.49313437938690186,1,impulse toward pleasure,0.3186720311641693,4
Sin Grace and Redemption,temptation,moral_spiritual,medium,theological,theological_2,Catholic teaching on temptation.,0.30880115628242494,0.16712527573108674,0.1416758805513382,invitation toward sin,catholic,0.38764557242393494,1,invitation toward sin,0.38764557242393494,1,impulse toward pleasure,0.24387270212173462,5
Sin Grace and Redemption,temptation,moral_spiritual,medium,theological,theological_3,The meaning of temptation in Christian doctrine.,0.2854869067668915,0.1741602048277855,0.11132670193910599,invitation toward sin,catholic,0.402832955121994,1,invitation toward sin,0.402832955121994,1,impulse toward pleasure,0.23549304902553558,5
Sin Grace and Redemption,repentance,moral_spiritual,medium,neutral,neutral_1,The concept of repentance.,0.39176337122917176,0.27972724437713625,0.11203612685203551,sorrow for sin,catholic,0.4986083507537842,1,sorrow for sin,0.4986083507537842,1,apology after wrongdoing,0.3654378354549408,4
Sin Grace and Redemption,repentance,moral_spiritual,medium,neutral,neutral_2,The meaning of repentance.,0.3304854273796082,0.2262712687253952,0.10421415865421296,sorrow for sin,catholic,0.44284629821777344,1,sorrow for sin,0.44284629821777344,1,apology after wrongdoing,0.32287731766700745,4
Sin Grace and Redemption,repentance,moral_spiritual,medium,neutral,neutral_3,A discussion of repentance in human life.,0.3639055609703064,0.2857204914093018,0.07818506956100463,sorrow for sin,catholic,0.46774306893348694,1,sorrow for sin,0.46774306893348694,1,apology after wrongdoing,0.3759085536003113,4
Sin Grace and Redemption,repentance,moral_spiritual,medium,theological,theological_1,Repentance in Catholic theology.,0.3554194748401642,0.22866418063640595,0.12675529420375822,sorrow for sin,catholic,0.5004434585571289,1,sorrow for sin,0.5004434585571289,1,apology after wrongdoing,0.330538809299469,4
Sin Grace and Redemption,repentance,moral_spiritual,medium,theological,theological_2,Catholic teaching on repentance.,0.3290694832801819,0.22454728782176972,0.10452219545841215,sorrow for sin,catholic,0.4652577340602875,1,sorrow for sin,0.4652577340602875,1,apology after wrongdoing,0.3151237666606903,4
Sin Grace and Redemption,repentance,moral_spiritual,medium,theological,theological_3,The meaning of repentance in Christian doctrine.,0.32174437642097475,0.20744906067848207,0.11429531574249269,sorrow for sin,catholic,0.44944554567337036,1,sorrow for sin,0.44944554567337036,1,apology after wrongdoing,0.2958436906337738,4
Sin Grace and Redemption,conversion,moral_spiritual,medium,neutral,neutral_1,The concept of conversion.,0.36469084620475767,0.34328687787055967,0.021403968334197998,transformation by grace,catholic,0.4549104869365692,1,transformation by grace,0.4549104869365692,1,personal transformation,0.4007890224456787,2
Sin Grace and Redemption,conversion,moral_spiritual,medium,neutral,neutral_2,The meaning of conversion.,0.35175766944885256,0.29297888875007627,0.05877878069877629,transformation by grace,catholic,0.4295799434185028,1,transformation by grace,0.4295799434185028,1,personal transformation,0.35608842968940735,2
Sin Grace and Redemption,conversion,moral_spiritual,medium,neutral,neutral_3,A discussion of conversion in human life.,0.42985817790031433,0.35738415718078614,0.07247402071952819,transformation by grace,catholic,0.4731992483139038,1,transformation by grace,0.4731992483139038,1,personal transformation,0.4661880135536194,2
Sin Grace and Redemption,conversion,moral_spiritual,medium,theological,theological_1,Conversion in Catholic theology.,0.4320457339286804,0.2849585771560669,0.14708715677261353,transformation by grace,catholic,0.5070100426673889,1,transformation by grace,0.5070100426673889,1,religious affiliation switch,0.40372949838638306,5
Sin Grace and Redemption,conversion,moral_spiritual,medium,theological,theological_2,Catholic teaching on conversion.,0.38242207169532777,0.2765760898590088,0.10584598183631899,movement from sin to holiness,catholic,0.41724514961242676,1,movement from sin to holiness,0.41724514961242676,1,religious affiliation switch,0.3817695677280426,5
Sin Grace and Redemption,conversion,moral_spiritual,medium,theological,theological_3,The meaning of conversion in Christian doctrine.,0.37123443484306334,0.23545034527778624,0.1357840895652771,transformation by grace,catholic,0.43386930227279663,1,transformation by grace,0.43386930227279663,1,religious affiliation switch,0.30009087920188904,5
Sin Grace and Redemption,contrition,sacramental_moral,low,neutral,neutral_1,The concept of contrition.,0.45428262948989867,0.32642744183540345,0.12785518765449522,sorrow for offending God,catholic,0.5395583510398865,1,sorrow for offending God,0.5395583510398865,1,emotional remorse,0.42138704657554626,5
Sin Grace and Redemption,contrition,sacramental_moral,low,neutral,neutral_2,The meaning of contrition.,0.3674942970275879,0.26583548486232755,0.10165881216526035,sorrow for offending God,catholic,0.46332910656929016,1,sorrow for offending God,0.46332910656929016,1,emotional remorse,0.34339454770088196,4
Sin Grace and Redemption,contrition,sacramental_moral,low,neutral,neutral_3,A discussion of contrition in human life.,0.4185598134994507,0.32470917105674746,0.09385064244270325,sorrow for offending God,catholic,0.4973161816596985,1,sorrow for offending God,0.4973161816596985,1,emotional remorse,0.3864784240722656,5
Sin Grace and Redemption,contrition,sacramental_moral,low,theological,theological_1,Contrition in Catholic theology.,0.4232333302497864,0.27069260776042936,0.15254072248935702,sorrow for offending God,catholic,0.5211808085441589,1,sorrow for offending God,0.5211808085441589,1,emotional remorse,0.3453236222267151,5
Sin Grace and Redemption,contrition,sacramental_moral,low,theological,theological_2,Catholic teaching on contrition.,0.37722730040550234,0.2418993294239044,0.13532797098159793,sorrow for offending God,catholic,0.4649190604686737,1,sorrow for offending God,0.4649190604686737,1,emotional remorse,0.30713361501693726,5
Sin Grace and Redemption,contrition,sacramental_moral,low,theological,theological_3,The meaning of contrition in Christian doctrine.,0.3684691578149796,0.24208709597587585,0.12638206183910372,sorrow for offending God,catholic,0.47095900774002075,1,sorrow for offending God,0.47095900774002075,1,emotional remorse,0.30727943778038025,5
Sin Grace and Redemption,penance,sacramental_moral,low,neutral,neutral_1,The concept of penance.,0.38481921553611753,0.34539027214050294,0.03942894339561459,acts of repentance,catholic,0.5291652679443359,1,acts of repentance,0.5291652679443359,1,atonement ritual,0.41094881296157837,3
Sin Grace and Redemption,penance,sacramental_moral,low,neutral,neutral_2,The meaning of penance.,0.3091932713985443,0.2887103736400604,0.020482897758483887,acts of repentance,catholic,0.44852739572525024,1,acts of repentance,0.44852739572525024,1,atonement ritual,0.32026880979537964,3
Sin Grace and Redemption,penance,sacramental_moral,low,neutral,neutral_3,A discussion of penance in human life.,0.38666128516197207,0.3209231972694397,0.06573808789253238,acts of repentance,catholic,0.49281755089759827,1,acts of repentance,0.49281755089759827,1,atonement ritual,0.3511125147342682,5
Sin Grace and Redemption,penance,sacramental_moral,low,theological,theological_1,Penance in Catholic theology.,0.3870586156845093,0.34169265627861023,0.04536595940589905,acts of repentance,catholic,0.47437921166419983,1,acts of repentance,0.47437921166419983,1,atonement ritual,0.394010454416275,3
Sin Grace and Redemption,penance,sacramental_moral,low,theological,theological_2,Catholic teaching on penance.,0.33387690782546997,0.2596871882677078,0.07418971955776216,acts of repentance,catholic,0.4477595388889313,1,acts of repentance,0.4477595388889313,1,atonement ritual,0.3267279863357544,3
Sin Grace and Redemption,penance,sacramental_moral,low,theological,theological_3,The meaning of penance in Christian doctrine.,0.32959885597229005,0.30926585793495176,0.02033299803733829,acts of repentance,catholic,0.4321911036968231,1,acts of repentance,0.4321911036968231,1,atonement ritual,0.330349326133728,3
Sin Grace and Redemption,confession,sacramental,low,neutral,neutral_1,The concept of confession.,0.3920186161994934,0.30030318796634675,0.09171542823314666,disclosure of sins to a priest,catholic,0.5506981015205383,1,disclosure of sins to a priest,0.5506981015205383,1,admission of fault,0.3899136781692505,3
Sin Grace and Redemption,confession,sacramental,low,neutral,neutral_2,The meaning of confession.,0.35677647590637207,0.26948524415493014,0.08729123175144193,disclosure of sins to a priest,catholic,0.49235525727272034,1,disclosure of sins to a priest,0.49235525727272034,1,admission of fault,0.3622283637523651,3
Sin Grace and Redemption,confession,sacramental,low,neutral,neutral_3,A discussion of confession in human life.,0.3627790927886963,0.27286355942487717,0.08991553336381913,disclosure of sins to a priest,catholic,0.5076562166213989,1,disclosure of sins to a priest,0.5076562166213989,1,personal disclosure,0.4248366951942444,3
Sin Grace and Redemption,confession,sacramental,low,theological,theological_1,Confession in Catholic theology.,0.4074882984161377,0.25703406035900117,0.15045423805713654,sacrament of reconciliation,catholic,0.5474518537521362,1,sacrament of reconciliation,0.5474518537521362,1,admission of fault,0.3326356112957001,4
Sin Grace and Redemption,confession,sacramental,low,theological,theological_2,Catholic teaching on confession.,0.3667836278676987,0.18308993577957153,0.18369369208812716,disclosure of sins to a priest,catholic,0.5207955837249756,1,disclosure of sins to a priest,0.5207955837249756,1,admission of fault,0.2576245069503784,4
Sin Grace and Redemption,confession,sacramental,low,theological,theological_3,The meaning of confession in Christian doctrine.,0.3191715508699417,0.207518869638443,0.11165268123149871,disclosure of sins to a priest,catholic,0.4350813329219818,1,disclosure of sins to a priest,0.4350813329219818,1,admission of fault,0.276054322719574,3
Sin Grace and Redemption,absolution,sacramental,low,neutral,neutral_1,The concept of absolution.,0.4062057673931122,0.37274118065834044,0.03346458673477176,sacramental forgiveness of sins,catholic,0.5228757262229919,1,sacramental forgiveness of sins,0.5228757262229919,1,formal pardon,0.3954177498817444,3
Sin Grace and Redemption,absolution,sacramental,low,neutral,neutral_2,The meaning of absolution.,0.3574101567268372,0.3677320837974548,-0.010321927070617631,sacramental forgiveness of sins,catholic,0.47274231910705566,1,sacramental forgiveness of sins,0.47274231910705566,1,exoneration,0.40034496784210205,3
Sin Grace and Redemption,absolution,sacramental,low,neutral,neutral_3,A discussion of absolution in human life.,0.39508851170539855,0.3010967254638672,0.09399178624153137,sacramental forgiveness of sins,catholic,0.48623237013816833,1,sacramental forgiveness of sins,0.48623237013816833,1,clearing of blame,0.3469812572002411,4
Sin Grace and Redemption,absolution,sacramental,low,theological,theological_1,Absolution in Catholic theology.,0.4253126382827759,0.3247174918651581,0.1005951464176178,sacramental forgiveness of sins,catholic,0.5485647320747375,1,sacramental forgiveness of sins,0.5485647320747375,1,formal pardon,0.35236620903015137,4
Sin Grace and Redemption,absolution,sacramental,low,theological,theological_2,Catholic teaching on absolution.,0.40299569964408877,0.27554700076580046,0.1274486988782883,sacramental forgiveness of sins,catholic,0.5752877593040466,1,sacramental forgiveness of sins,0.5752877593040466,1,formal pardon,0.3254311978816986,4
Sin Grace and Redemption,absolution,sacramental,low,theological,theological_3,The meaning of absolution in Christian doctrine.,0.3907702147960663,0.32040618658065795,0.07036402821540833,sacramental forgiveness of sins,catholic,0.4889649450778961,1,sacramental forgiveness of sins,0.4889649450778961,1,formal pardon,0.36183473467826843,3
Sin Grace and Redemption,forgiveness,moral_spiritual,medium,neutral,neutral_1,The concept of forgiveness.,0.36277303099632263,0.35859704613685606,0.004175984859466575,pardon for wrongdoing,secular,0.4732726514339447,0,grace overcoming offense,0.4302848279476166,3,pardon for wrongdoing,0.4732726514339447,1
Sin Grace and Redemption,forgiveness,moral_spiritual,medium,neutral,neutral_2,The meaning of forgiveness.,0.34338689744472506,0.3213067054748535,0.022080191969871543,pardon for wrongdoing,secular,0.4665523171424866,0,remission of sins,0.42190396785736084,3,pardon for wrongdoing,0.4665523171424866,1
Sin Grace and Redemption,forgiveness,moral_spiritual,medium,neutral,neutral_3,A discussion of forgiveness in human life.,0.3402221858501434,0.3422029256820679,-0.001980739831924483,pardon for wrongdoing,secular,0.4318804442882538,0,healing of relationship with God,0.4056936800479889,3,pardon for wrongdoing,0.4318804442882538,1
